Account Name,Billing Address Line 1,Billing Zip/Postal Code,SIC Industry,SIC Code: SIC Code
CAMAX 2002 INC,4090 RUE DES RUBIS,G6W7E2,MEDIUM CONTRACTOR (1735 SERIES),CMC
CONSTRUCTION GELY INC,1781 RTE DE L'AEROPORT,G2G2P5,MEDIUM CONTRACTOR (1735 SERIES),CMC
CSM ELECTRIQUE INC,1 CHEMIN DES BUSES,G3C1W5,SMALL CONTRACTOR (1733 SERIES),CSC
DEFENSE NATIONALE **CASH**,CONTROLE ACHATS EDIFICE 72 BFC VALCARTIER CP 1000,G0A4Z0,.,MCAF
GERARD BOISSONNEAULT INC,7260 RUE EMILE-FLEURY,G2K1C1,SMALL CONTRACTOR (1733 SERIES),CSC
ROGER ROUTHIER INC,4996 BOUL FRONTENAC E,G6H4G7,LARGE CONTRACTOR (1737 SERIES),CLC
SAAQ SERV APPROVISIONNEMENT,ATT FRANCOI MICHAUD * 260 RUE DE L'ESTUAIRE,G1K8J6,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
ARTHUR ROUSSEL INC,1054 BOUL BASTIEN,G2K1E6,ENERGY SAVINGS CONTRACTORS (8700 SERIES),CES
IMMOTIK INC,102-1510 RUE SEMPLE,G1N4B4,SMALL CONTRACTOR (1733 SERIES),CSC
RENOVATION ET GESTION RJBM INC,PARC INDUSTRIEL CHARLESBOURG 620 RUE DU NICKEL,G2N0J8,SMALL CONTRACTOR (1733 SERIES),CSC
CONTROLE MBV INC,2823 AV DE COLMAR,G1G2C3,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE MC 2 INC,200 BOUL DES CEDRES,G1L4X4,MEDIUM CONTRACTOR (1735 SERIES),CMC
VALLEE ENT ELECTRICIENS INC,102-2620 AV DALTON,G1P3S4,LARGE CONTRACTOR (1737 SERIES),CLC
BOLTECH INDUSTRIE INC,PORTE 5 1239 RTE BEGIN,G0R2N0,PANEL BUILDERS (3400 SERIES),IPP
KUDLIK CONSTRUCTION LTD,1519 FEDERAL RD CP 727,X0A0H0,MEDIUM CONTRACTOR (1735 SERIES),CMC
DEF NAT BFC VALCARTIER,5E BATAILLON S CDA MAIN BAT324 CP 1000 BDP SUCC FORCES,G0A4Z0,.,MCAF
SAAQ,DANIEL BOURQUE 260 RUE DE L'ESTUAIRE,G1K8Z3,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
9050-3079 QUEBEC INC,GESTION MARC MORIN 676 CH VILLE-MARIE RR 1,G6C1B5,UTILITY CONTRACTORS,CUC
ROTHMANS BENSON ET HEDGES INC,RBH * 180 RUE DU CHALUTIER,G1K8N3,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
DEFENCE R&D CANADA VALCARTIER,BATIMENT 65 2459 BOUL PIE-XI N,G3J1X5,.,MCAF
ELECTR STEPHANE CLICHE INC,115-3260 WATT,G1X4T5,MEDIUM CONTRACTOR (1735 SERIES),CMC
GRANITE DRC INC,475 AV DELISLE,G0A3A0,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
MIN DE LA DEFENCE NATIONALE,"GARNISON VALCARTIER * 430 ETAH, BAT 621",G0A4Z0,.,MCAF
VOTRE DOCTEUR ELECTRIQUE INC,",608 4E AV PAINCHAUD",G0R1Z0,SMALL CONTRACTOR (1733 SERIES),CSC
ELECTRICITE MC 2 INC,"PR HYDRO-QUEBEC *,2 RUE SAMSON",G1M1B6,LARGE CONTRACTOR (1737 SERIES),CLC
DEFENSE NATIONALE,GARNISON VALCARTIER * BAT 188,G0A4Z0,.,MCAF
MULTI PRO ELECTRIQUE INC,47 RUE DU PERIGORD,G6J1V6,MEDIUM CONTRACTOR (1735 SERIES),CMC
IGLU CONSTRUCTION INC,1781 RTE DE L'AEROPORT,G2G2P5,MEDIUM CONTRACTOR (1735 SERIES),CMC
DEFENSE NATIONALE,GARNISON VALCARTIER * BAT 312,G0A4Z0,.,MCAF
LAMBERT SOMEC INC,PR CTR FED FORMATION LAVAL * 6099 BOUL LEVESQUE E,H7C1P1,LARGE CONTRACTOR (1737 SERIES),CLC
CLAUDE MIVILLE INC,"PR BANQUE TD *,8535 BOUL HENRI-BOURASSA",G1G4E1,LARGE CONTRACTOR (1737 SERIES),CLC
VALLEE ENT ELECTRICIENS INC,"PR AEROPORT QC SALLE BALISAGE*,505 RUE PRINCIPALE",G2G0J4,LARGE CONTRACTOR (1737 SERIES),CLC
ELECTRICITE MC 2 INC,"PR HOP ST FRANCOIS L'ASSISE *,10 RUE DE L'ESPINAY",G1L3L5,LARGE CONTRACTOR (1737 SERIES),CLC
SAAQ ***** CASH SALES *******,A/S JEAN CHAMBERLAIN * 260 RUE DE L'ESTUAIRE CP 19600,G1K8J6,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
PIERRE LANDRY ELECTRIQUE INC,"PR MANOIR ARCHER *,1217 RTE DE L'EGLISE",G1W3P2,LARGE CONTRACTOR (1737 SERIES),CLC
LES ELECTRICIENS DESJARDINS,9089-2274 QUEBEC INC 8 RUE CASGRAIN,G5R3V5,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECT STEPHANE CLICHE INC,"PR UNIVERSITE LAVAL *,2325 RUE DE L UNIVERSITE",G1V0A6,MEDIUM CONTRACTOR (1735 SERIES),CMC
PIERRE LANDRY ELECTRIQUE INC,"PR GARNISON VALCARTIER *,CP 1000 CTR SPORTIF EDIF V516",G0A4Z0,LARGE CONTRACTOR (1737 SERIES),CLC
DEF NAT GARNISON VALCARTIER,COMPTOIR SERV ESC DES TRANS E* 501 RUE GENERAL T.L. TREMBLAY,G0A4Z0,.,MCAF
PIERRE BOILY ELECTRIQUE INC,"PR ENVIRONNEMENT CANADA *,1141 RTE DE L'EGLISE",G1V4N5,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECT RODRIGUE BROCHU INC,"PR AEROPORT DE QUEBEC *,505 RU PRINCIPALE",G2G0J4,MEDIUM CONTRACTOR (1735 SERIES),CMC
DEF NAT GARNISON VALCARTIER,5E BNS DU C CIE C&S * BAT 367 PORTE 10,G0A4Z0,.,MCAF
DEF NAT USS VALCARTIER,VAL TF MAIN/MAG HABIL DE BASE* EDIFICE 188,G0A4Z0,.,MCAF
ERNEST BOUTIN INC,"PR HOPITAL LAVAL IUCPQ *,2725 CH SAINTE-FOY",G1V4G5,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECT RODRIGUE BROCHU INC,"PR ECLAIRAGE RUE POCATIERE,720 RUE DE ST ROMUALD",G6W5M6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR HAVRE SUR ST-LAURENT,720 RUE DE ST ROMUALD",G6W5M6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIQUE BROCHU INC,"PR PONT LES MEANDRES *,RIVIERE LORETTE",G6W5M6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR AEROPORT QC-AQI *,505 RUE PRINCIPALE",G2G0J4,MEDIUM CONTRACTOR (1735 SERIES),CMC
PIERRE BOILY ELECTRIQUE INC,"PR ABB-PMU QC *,3400 RUE ARDOIN",G1P1N7,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECT RODRIGUE BROCHU INC,"PR PASSERELLE RUE SOUMANDE *,720 RUE DE SAINT-ROMUALD",G6W5M6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR AEROPORT QC SERV SOUS TER*,5E RUE DE AEROPORT",G2G2T1,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR AEROPORT SERV SOUS TERR *,505 RUE PRINCIPALE",G2G0J4,MEDIUM CONTRACTOR (1735 SERIES),CMC
QUALITECK ELECTRIQUE INC,"PR OMHQ DES CEDRE *,196 BOUL DES CEDRES",G1L4X9,RESIDENTIAL CONTRACTOR,CRC
JERBOTECH INC,"PR UNIVERSITE LAVAL *,295 BOUL CHAREST E",G1K3G8,RESIDENTIAL CONTRACTOR,CRC
LES SERVICE LED ELECT INC,"PR BANQUE TD *,790 RTE JEAN GAUVIN",G2G1H9,MEDIUM CONTRACTOR (1735 SERIES),CMC
JERBOTECH INC,"PR HOTEL VILLE ANCIENNE LORR *,1575 RUE TURMEL",G2E3J5,RESIDENTIAL CONTRACTOR,CRC
MINISTERE DE L AGRICULTURE,DIRECTION DES RESSOURCES * 200 CH STE FOY 1ER ETAGE,G1R4X6,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
ECOLE DES SENTIERS,*******CASH SALE ONLY********* 1090 CHATEAU-BIGOT,G2L1G1,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
PIERRE BOILY ELECTRIQUE INC,PR RAMQ * 1125 GRANDE ALLEE O,G1S1E7,LARGE CONTRACTOR (1737 SERIES),CLC
MARCEL PAGE EL 9089-3470 QC,"PR LOGISBOURG *,665 57E RUE O",G1H7G5,SMALL CONTRACTOR (1733 SERIES),CSC
PREV INCENDIE SAFETY FIRST INC,200-6500 RUE ZEPHIRIN PAQUET,G2C0M3,SMALL CONTRACTOR (1733 SERIES),CSC
DIR REG ANALYSE ET EXPERTISE,MAURICIE ET QUEBEC * 102-100 RUE LAVIOLETTE,G9A5S9,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
GROLEAU CONSTRUCTION INC,240-8000 BOUL HENRI-BOURASSA,G1G4C7,MEDIUM CONTRACTOR (1735 SERIES),CMC
DDLG ELECTRIQUE SENC,20 RUE DES GRIVES,G0A3K0,SMALL CONTRACTOR (1733 SERIES),CSC
SAAQ,333 JEAN LESAGE,G1K8J6,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
CLAUDE MIVILLE INC,"PR CISSS DE LA GASPESIE *,451 RUE MONSEIGNEUR ROSS E",G0C1K0,LARGE CONTRACTOR (1737 SERIES),CLC
NRJ ELECTRIQUE 2000 INC,"PR BANQUE TD VAL-BELAIR *,1480 RUE DE L'ETNA",G3K0A2,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT EL RODRIGUE BROCH INC,"PR TERMINUS LEGER TRAV LEVIS *,5955 RUE SAINT-LAURENT",G6V3P5,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE MC 2 INC,"PR HQ LEBOURGNEUF CTR ADM *,2625 BOUL LEBOURGNEUF",G2C1P1,MEDIUM CONTRACTOR (1735 SERIES),CMC
JS ELECTRIQUE INC,6590 CH ROYALE,G0A3Z0,SMALL CONTRACTOR (1733 SERIES),CSC
PIERRE BOILY ELECTRIQUE INC,"PR COMPLEXE JACQUES CARTIER *,380 RUE DE LA COURONNE",G1K6E6,LARGE CONTRACTOR (1737 SERIES),CLC
SAAQ SERV DE LA IMMOBILIERE,A/S ALAIN CLOUET 260 DE L'ESTUAIRE *,G1K8Z3,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
ELECTRICITE MC 2 INC,"PR UBISOFT *,585 BOUL CHAREST E",G1K3J2,MEDIUM CONTRACTOR (1735 SERIES),CMC
ST AUGUSTIN CAD ELECTRIC INC,75 RUE D'ANVERS,G3A1S5,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
UNIGERTEC INC,415 RUE ADANAC,G1C6B9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
ENT ELECT RODRIGUE BROCHU INC,"PR PREMIERE MOISON *,625 BOUL LEBOURGNEUF",G2J1C3,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES IMMEUBLES LABERGE ENR,415 RUE DES ALLEGHANYS,G1C4N4,PROPERTY MANAGEMENT,CPM
ENT ELECT RODRIGUE BROCHU INC,"PR CTRE D'HEBERGE CHRIST ROI *,900 BOUL WILFRID HAMEL",G1M2R9,MEDIUM CONTRACTOR (1735 SERIES),CMC
MECELEC INC,104-1790 RUE PROVINCIALE,G1N4A2,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
MARCEL PAGE EL 9089 3470 QC,PR LOGES ST NICOLAS * 440 CLAUDE JUTRAS,G0S2Z0,MEDIUM CONTRACTOR (1735 SERIES),CMC
MARCEL PAGE 9089 3470 QC INC,"PR RESIDENCE LOYOLA *,3366 RUE GUIMONT",G1E2H5,MEDIUM CONTRACTOR (1735 SERIES),CMC
MARCEL PAGE 9089 3470 QC INC,"PR ECOLE SAINT CLAUDE *,12155 BOUL SAINT CLAUDE",G2B1H4,MEDIUM CONTRACTOR (1735 SERIES),CMC
MARCEL PAGE EL 9089 3470 QC,PR 16 LOGEMENT BLOC NO7 * 1650 RUE CLAIRE BONENFANT,G2K0J5,MEDIUM CONTRACTOR (1735 SERIES),CMC
MARCEL PAGE EL 9089 3470 QC,"PR 45 LOG LAC ST CHARLES,520 RUE DELAGE",G3G1H7,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR KENNY U PULL ST AUGUSTIN *,210 RUE DE ROTTERDAM",G3A1T4,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE MC 2 INC,"PR IRDPQ PH4 *,525 BOUL WILFRID HAMEL",G1M2S8,MEDIUM CONTRACTOR (1735 SERIES),CMC
QUEBEC PARE-FLAMME INC,104 45E RUE O,G1H5J6,SMALL CONTRACTOR (1733 SERIES),CSC
MARCEL PAGE EL 9089 3470 QC,"PR PAVILLON PAUL COMTOIS *,2425 RUE DE L'AGRICULTURE",G1V0A6,MEDIUM CONTRACTOR (1735 SERIES),CMC
PIERRE BOILY ELECTRIQUE INC,"PR PAVILLON BONNENFANT *,2345 ALLEE DES BIBLIOTEQUES",G1V0A6,LARGE CONTRACTOR (1737 SERIES),CLC
MARCEL PAGE EL 9089 3470 QC,"PR 6 LOGEMENT BELLEVUE *,290 RUE BERNIER E",G2M1K7,MEDIUM CONTRACTOR (1735 SERIES),CMC
QUALITECK ELECTRIQUE INC,"PR ECOLE DES PIONNIERS *,130 RUE JEAN-JUNEAU",G3A2P2,RESIDENTIAL CONTRACTOR,CRC
EGL CONSTRUCTION INC,"PR ECOLE ARC EN CIEL *,475 RUE RACINE",G2B1G3,SMALL CONTRACTOR (1733 SERIES),CSC
ONDEL CONST INC,"PR CIMENT MCINNIS PROJET 875 *,50 RTE 132",G0C2N0,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE LANDRY ELECTRIQUE INC,"PR MAISON DE DANSE II *,336 RUE DU ROI",G1K2W5,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST NORCO ELECT INC,"PR COLLEGE FRANCOIS DE LAVAL *,6 RUE DE LA VIEILLE UNIVERSITE",G1R5X8,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR ECOLE RAYONS DE SOLEIL *,15 RUE MERCIER",G0R3M0,MEDIUM CONTRACTOR (1735 SERIES),CMC
MECELEC INC,"PR NEW PUMPING STN NAUJAAT *,104-1790 RUE PROVINCIALE",G1N4A2,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
PIERRE LANDRY ELECTRIQUE INC,PR IMMEUBLE MULTI DES ROSES * 4235 DES ROSES,G1G1N9,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE BOILY ELECTRIQUE INC,"PR CITE VERTE *,645 AVE ERNEST GAGNON",G1S2M4,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE LANDRY ELECTRIQUE INC,"PR IGLOOLIK HIGH SCHOOL *,2285 BOUL GUILLAUME-COUTURE",G6W2S2,LARGE CONTRACTOR (1737 SERIES),CLC
ENGRENAGE PROVINCIAL INC,165 BOUL DES CEDRES,G1L1M8,PANEL BUILDERS (3400 SERIES),IPP
M PAGE EL 9089 3470 QC INC,"PR 54 LOG/LUXENBOURG III *,675 57E RUE O",G1H0E4,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR 92 LOGEMENTS *,155 74E RUE E",G1H0E2,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT RODRIGUE BROCHU INC,"PR PARC DES SAPHIRS *,175 RUE DES MONARDES",G0A3K0,MEDIUM CONTRACTOR (1735 SERIES),CMC
MARCEL PAGE EL 9089 3470 QC,"PR INDUSTRIE BERNARD *,104 RUE BEAULIEU",G0M2B0,MEDIUM CONTRACTOR (1735 SERIES),CMC
AMB ELECTRIQUE,",615 RUE DE KILKENNY",G3N3C3,MEDIUM CONTRACTOR (1735 SERIES),CMC
AMB ELECTRIQUE,"PR UPA STE MARIE *,1135 BOUL VACHON N",G6E1M9,MEDIUM CONTRACTOR (1735 SERIES),CMC
PIERRE LANDRY ELECTRIQUE INC,"PR PLACE STE FOY *,2450 BOUL LAURIER",G1V2L1,LARGE CONTRACTOR (1737 SERIES),CLC
GROUPE PROFAB INC,294 RUE LAURIER,G0S2E0,LARGE CONTRACTOR (1737 SERIES),CLC
ABC ELECTRIQUE,9180 4955 QUEBEC INC 15160 BOUL VALCARTIER,G2A0A1,RESIDENTIAL CONTRACTOR,CRC
PIERRE LANDRY ELECTRIQUE INC,"PR DOMAINE SCOTT ST SAUVEUR *,190 RUE PANET",G1N3V9,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE LANDRY ELECTRIQUE INC,"PR ECOLE DOLLARD DES ORMEAU *,18 RUE LADAS",G0A4S0,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE LANDRY ELECTRIQUE INC,"PR ARRONDISSEMENT LA COLLINE *,3070 CH SAINT-FOY",G1X1P8,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE BOILY ELECTRIQUE INC,"PR IBERVILLE 1 *,1195 AVENUE LAVIGERIE",G1V4N3,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE LANDRY ELECTRIQUE INC,"PR CEGEP STE FOY *,2410 CH SAINT-FOY",G1V1T3,LARGE CONTRACTOR (1737 SERIES),CLC
T B C CONSTRUCTIONS INC,"PR CONSTRUCTION DE DEFENSE *,72 DE LA VICTOIRE",G0A4Z0,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE BOILY ELECTRIQUE INC,"PR AEROPORT DE QUEBEC *,220 2E AVENUE DE L'AEROPORT",G2G2T2,LARGE CONTRACTOR (1737 SERIES),CLC
GROUPE IMMOBILIER DESJARDINS,1 COMPLEXE DESJARDINS C.P.24,H5B1E4,PROPERTY MANAGEMENT,CPM
GROUPE GAETAN CASTONGUAY INC,"PR SOIN PALLIATIFS IUCPQ *,2325 CH SAINTE-FOY",G1V4G5,MEDIUM CONTRACTOR (1735 SERIES),CMC
T B C CONSTRUCTIONS INC,PR CTR REG DE CANCEROLOGIE * 143 RUE WOLFE,G6V3Z1,LARGE CONTRACTOR (1737 SERIES),CLC
MB VENTILATION INC,4685 GUILLAUME COUTURE,G6W1H5,HVAC CONTRACTORS,CHVAC
ELECTRICITE DE LA CAPITALE INC,"PR UNITED RENTALS MONTREAL *,10600 RUE SECANT",H1J1S5,RESIDENTIAL CONTRACTOR,CRC
ELECTR STEPHANE CLICHE INC,"PR PAV MAURICE POLLACK *,2305 DE L'UNIVERSITE",G1V0A6,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST NORCO ELECT INC,"PR UN LAVAL EDIF LA FABRIQUE *,295 BOUL CHAREST E",G1K3G8,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE MC 2 INC,"PR OMH DE QUEBEC *,160 CHAREST E BLVD",G1K8P3,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE MC 2 INC,"PR CEGEP LEVIS LAUZON *,205 RTE MONSEIGNEUR BOURGET",G6V6Z9,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE MC 2 INC,PR IRDPQ AILE K * 525 BOUL WILFRID HAMEL,G1M2S8,MEDIUM CONTRACTOR (1735 SERIES),CMC
SERVICE TECHNIQUE SOLUTION INC,2112 AV RIVIERE-JAUNE,G2N1T5,RESIDENTIAL CONTRACTOR,CRC
SMLV INC,415 RUE DES ALLEGHANYS,G1C4N4,PROPERTY MANAGEMENT,CPM
ELECTRICITE MC 2 INC,PR HSFA SECTEUR 3 * 10 RUE DE L'ESPINAY,G1L3L5,MEDIUM CONTRACTOR (1735 SERIES),CMC
GROUPE GAETAN CASTONGUAY INC,PR TRANSPORT MIDLAND * 2725 AV DALTON,G1P3T1,MEDIUM CONTRACTOR (1735 SERIES),CMC
ASSEMBLEE NAT'L BUREAU 0118 *,SERVICE GESTION IMMOBILIERE 1045 RUE DES PARLEMENTAIRES,G1A1A3,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
SEIDEL INC,160 RUE DES EMERAUDES,G0A1H0,DEVELOPERS AND BUILDERS,CDB
MOORE ELECTRIQUE INC @,"PR JARDINS DU PARC D,278 RUE DES ERABLES",G0S2W0,LARGE CONTRACTOR (1737 SERIES),CLC
PAGUI INC DIV ELECT @,"PR PRISON DE COWANSVILLE C,15971 DE LA COLLINE",G3G3A7,LARGE CONTRACTOR (1737 SERIES),CLC
DANIEL GAUTHIER ENT ELECT INC@,"PR ECLAIRAGE RUE BAIE STPAUL D,29 DE LA CHAPELLE",G3Z1W7,SMALL CONTRACTOR (1733 SERIES),CSC
FILTRUM INC @,"PR VILLE DE PTE CLAIRE C,430 RUE LAVOIE",G1M1B3,LARGE CONTRACTOR (1737 SERIES),CLC
ERNEST BOUTIN INC @,"PR CENTRE JEUNESSE LEVIS D,32 RUE DU BEL-AIR",G6V6K8,LARGE CONTRACTOR (1737 SERIES),CLC
ALCOA ALUMINERIE DESCHAMBAULT,"{SENC},1 BOUL DES SOURCES RR1",G0A1S0,MINING AND SMELTING (1001-1499 SERIES),IMS
MEC INOV INC,8880 BOUL DE LA RIVE SUD,G6V9H1,DEVELOPERS AND BUILDERS,CDB
SCIERIE A LEMAY & FILS INC,1010 RUE ST GEORGES CP 189,G0S2G0,SAWMILLS (2400 SERIES),ISM
PERMAFIL LTEE,225 BOUL INDUSTRIELLE,G0S2X0,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
IPL INC,140 COMMERCIALE,G0R2Y0,RETAIL/DIY (5200-5999 SERIES),RRD
ENVIROGAIN INC,220-1112 BOUL DE LA RIVE-SUD,G6W5M6,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
BPR CONSTRUCTION INC,4655 BOUL WILFRID HAMEL,G1P2J7,ELECTRICAL ENGINEERS,IEE
OLYMPUS NDT CANADA INC,505 BOUL DU PARC TECHNOLOGIQUE,G1P4S9,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
ULTRAMAR LTEE,A/S BPR BECHTEL CAROLE MARTEL 5100 SHERBROOKE EST BUREAU 400,H1V3R9,PETRO CHEMICAL REFINERIES (2800 SERIES),IPCP
LONGPRE INC,400 RUE DES ADIRONDACKS,G1C7E8,RESIDENTIAL CONTRACTOR,CRC
ARRIMAGE EST DU CANADA INC,",2-261 SHANNON DR",E8G2W1,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
HAC TORONTO AIRPORT LP,* 6080 VISCOUNT RD,L4V0A1,TOURISM AND ENTERTAINMENT (7800),MET
JOLCO EQUIPEMENT INC,4000 AVENUE PINARD,J2S8K4,RETAIL/DIY (5200-5999 SERIES),RRD
GRENVILLE GERMAIN CALGARY LP,120-1275 CH SAINTE-FOY,G1S4S5,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
CONS DU HAVRE 9131 8048 QC,"PR ESPACE SAINT LOUIS *,44 RUE SAINT-LOUIS",G6V4E7,LARGE CONTRACTOR (1737 SERIES),CLC
IMPRIMERIE BUDGET,9011 7946 QUEBEC INC 165 AV LESAGE,G1N3S5,UTILITIES (4811 & 491 SERIES),MUT
FERME AMBROISE FAFARD INC,50 RUE DE LA FERME,G3Z0G2,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
HAC HALIFAX AEROPORT LP,40 SILVER DART DR,B2T1K2,TOURISM AND ENTERTAINMENT (7800),MET
LES GALERIES CHAGNON,1200 BOUL ALPHONSE-DESJARDINS,G6V6Y8,RETAIL/DIY (5200-5999 SERIES),RRD
GEST IMMOBILIERE DIAMANTS INC,1699 BOUL FRONTENAC E,G6G6P6,DEVELOPERS AND BUILDERS,CDB
HAC DISTRICT GRIFFIN SEC,COIN PEEL ET WELLINGTON * 120 RUE PEEL,H3C4B8,TOURISM AND ENTERTAINMENT (7800),MET
HAC WINNIPEG LP,* 310 DONALD ST,R2V2H3,TOURISM AND ENTERTAINMENT (7800),MET
HAC OTTAWA LP,* 185 SLATER STREET,K1P0C8,TOURISM AND ENTERTAINMENT (7800),MET
HAC ST JOHS'S LP,* 125 WALTER STREET,A1C5X4,TOURISM AND ENTERTAINMENT (7800),MET
ALEX OUELLET INC,1755 RUE PROVINCIALE,G1N4S9,LARGE CONTRACTOR (1737 SERIES),CLC
FILTRUM INC,430 RUE DES ENTREPRENEURS,G1M1B3,LARGE CONTRACTOR (1737 SERIES),CLC
HENRY AUDET LTEE,102-584 RTE BEGIN RR 1,G0R2N0,MEDIUM CONTRACTOR (1735 SERIES),CMC
ERNEST BOUTIN INC,4 RUE DES EMERAUDES,G6W6Y6,LARGE CONTRACTOR (1737 SERIES),CLC
CYTECH MERCIER,280 RTE DE L'EGLISE,G0R2B0,LARGE CONTRACTOR (1737 SERIES),CLC
VOLTEC LTEE,775 AVENUE PRUNEAU,G1M2J9,MEDIUM CONTRACTOR (1735 SERIES),CMC
MIVILLE SOLUTION CLIMAT,CONFORT INC 102-670 RUE BOUVIER,G2J1A7,HVAC CONTRACTORS,CHVAC
PATRICK LATULIPPE INC,"(LEGAL 8/30/2005),1571 RUE BERRY",G1G5G7,SMALL CONTRACTOR (1733 SERIES),CSC
LAJOIE & RENAUD (1995) INC,1920 AV FILLON,G1P1V4,MEDIUM CONTRACTOR (1735 SERIES),CMC
MOORE ELECTRIQUE INC,278 RUE DES ERABLES RR 1,G0S2W0,LARGE CONTRACTOR (1737 SERIES),CLC
REVENCO 1991 INC,1755 RUE PROVINCIALE,G1N4S9,LARGE CONTRACTOR (1737 SERIES),CLC
WESCO QUEBEC,",255 FORTIN SUITE 100",G1M3M2,.,RWC
MINISTERE DES TRANSPORTS,2775 BOUL DES RECOLLETS,G8Z4J3,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
AC ELECTRICITE INC,1028 RANG SAINT-JOSEPH,G0S2M0,MEDIUM CONTRACTOR (1735 SERIES),CMC
SIEMENS TECH DU BATIMENT LTEE@,"PRBATIMENT VC 312 VALCARTIER D,851 RUE DES ROCAILLES",G2J1A2,MEDIUM CONTRACTOR (1735 SERIES),CMC
GASTON BELANGER ENT ELECT INC@,"PR LOGISCO D,110 CH DES FORTS",G6V6N4,LARGE CONTRACTOR (1737 SERIES),CLC
HVAC LAMBERT SOMEC INC,",1505 RUE DES TANNEURS",G1N4S7,LARGE CONTRACTOR (1737 SERIES),CLC
LES PANNEAUX DE CONTROLES TEKK,430 RUE DES ENTREPRENEURS,G1M1B3,DEVELOPERS AND BUILDERS,CDB
REVENCO 1991 INC @,"PR HQ CTRE MONTMORENCY D,1755 RUE PROVINCIALE",G1N4S9,LARGE CONTRACTOR (1737 SERIES),CLC
REVENCO 1991 INC @,"PR CENTRE D'ART ALCOA D,1755 RUE PROVINCIALE",G1N4S9,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE BOILY ELECTRIQUE INC @,"PR TD 4 BOURGEOIS D,1550 RUE DU GRAND-TRONC",G1N4E9,LARGE CONTRACTOR (1737 SERIES),CLC
ROBERT GINGRAS INC @,"PR LA BARAQUE C,1565 AV AMPERE",G1P4B8,SMALL CONTRACTOR (1733 SERIES),CSC
