Account Name,Billing Address Line 1,Billing Zip/Postal Code,SIC Industry,SIC Code: SIC Code
LES BOULANGERIES RENE INC,375 LEE AV,H9X3S3,FARM AND FOOD PRODUCTION (2011-3999),IFF
VESUVIUS CANADA REFRACTORIES,",9245 CHEMIN COTE DE LIESSE",H9P2N9,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
LA SOCIETE DU VIEUX PORT MTL,333 RUE DE LA COMMUNE OUEST,H2Y2E2,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
COWAN DYNAMICS INC,6194 RUE NOTRE-DAME OUEST,H4C1V4,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
J.F.G.S. INC,57 RUE BERAM,J5X3J4,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
ELECTRICITE INNOVATEC INC @,"PR: MARCELLE ET JEAN COUTU (D),244 BOUL DE LA SALETTE",J5L2H9,MEDIUM CONTRACTOR (1735 SERIES),CMC
GILLES LEDUC ENT ELECT INC @,"PR UNIBOARD MONT LAURIER (D),660 BOUL MONSEIGNEUR-DUBOIS",J7Y3L7,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENERGITEK 2334 5440 QC INC @,"PRO CASERNE 35 D,3231 CH GAUTHIER BUR 103",J7M1T6,MEDIUM CONTRACTOR (1735 SERIES),CMC
MONTEBELLO PACKAGING,",1036 ABERDEEN ST",K6A1K5,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
DALCO CONCEPT INC,(GROUPECHO 7/08) 1125 TUPPER ST,K6A3M2,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
UNIBOARD INC,845 RUE JEAN BAPTISTE REID,J9L3W3,SAWMILLS (2400 SERIES),ISM
SOUDURE G PAQUIN INC,791 RANG DE LA RIVIERE NORD,J5M1Y6,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
LABROSSE & LANIEL ELECT INC *@,PR AMENAGEM DENTAIRE PERFORM D 462 AV D'ARGENTEUIL,J8H1W9,SMALL CONTRACTOR (1733 SERIES),CSC
LABROSSE & LANIEL ELECT INC *@,PR SALLE SERVEURS COLLEGE D 475 BOUL DE L'AVENIR,H7N5H9,SMALL CONTRACTOR (1733 SERIES),CSC
AXA ASSURANCES INC,SERV COMPTES A PAYER 12E ETAGE 2020 UNIVERSITY,H3A2A5,UTILITIES (4811 & 491 SERIES),MUT
AC/DC ELECTRIC INC,",35 TOUGAS",J5A1R6,SMALL CONTRACTOR (1733 SERIES),CSC
PLAN GROUP,PROJET JEAN COUTU 5974 GRAND-ALLEE,J3Y1B3,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
TECHNICOLOR SERVICES,CREATIFS CANADA INC 2101 STE CATHERINE O,H3H1M6,TOURISM AND ENTERTAINMENT (7800),MET
REVENU QUEBEC,YVES MAHEU SECTEUR W105DS 2215 BOUL MARCEL-LAURIN,H4R1K4,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
CAISSE POPULAIRE DESJARDINS,DE VERDUN 4411 WELLINGTON,H4G1W6,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
LOCATION LAPLANTE,222 COURS DOMINION BUREAU 35,H3J2X1,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
INDUSTRIELLE ALLIANCE,ASSURANCES ET SERV FINANCIERS 1080 CHEMIN ST LOUIS CP 1907,G1K7M3,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
ENERGIE VALERO INC,RAFFINERIE JEAN GAULIN CP 41055 SUCC LEVIS,G6W7N1,PETRO CHEMICAL REFINERIES (2800 SERIES),IPCP
MATISS INC,8800 25E AV,G6A1K5,PANEL BUILDERS (3400 SERIES),IPP
AUTOMATISATION J R T INC,405 AVE GALILEE,G1P4M6,PANEL BUILDERS (3400 SERIES),IPP
R T C,A/S DES COMPTES A PAYER 720 RUE DES ROCAILLES,G2J1A5,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
ARRIMAGE DU ST-LAURENT QUEBEC,CIE D ARRIMAGE DE QUEBEC LTEE 500 RUE DU RESSAC,G1J5L7,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
G3 CANADA LTD,* 300 RUE DALHOUSIE,G1K8M8,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
CRIBTEC LTEE,* 975 BOUL CHAMPLAIN,G1K4J9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
EBI ELECTRIC INC,2250 90E RUE,G5Y7J7,PANEL BUILDERS (3400 SERIES),IPP
GENTEC INC,DIV AUTOMATISME & CONTROLE 2625 AV DALTON,G1P3S9,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
PORT DE QUEBEC,271 RUE DE L'ESTUAIRE,G1K8S8,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
CS DE LA CAPITALE,SERVICES FINANCIERS 1900 RUE COTE,G1N3Y5,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
AUTOMATION G.D.DE QUEBEC INC,* 200-1200 AV GALILEE,G1P4E3,PANEL BUILDERS (3400 SERIES),IPP
PRO-AUTOMATION INC,243 RUE DE BORDEAUX,G3A2M8,PANEL BUILDERS (3400 SERIES),IPP
CONST ST ARNAUD INC,151 RUE PRINCIPALE RR 4,G0X2R0,LARGE CONTRACTOR (1737 SERIES),CLC
BOULANGERIE VACHON INC,380 RUE NOTRE-DAME N * CP 2000 SUCC BUREAU-CHEF,G6E2K7,FARM AND FOOD PRODUCTION (2011-3999),IFF
FESTO DIDACTIC LTEE,675 RUE DU CARBONE,G2N2K7,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
COMM SCOL DE LA CAPITALE,DIV RESSOURCES MATERIELLES 125 RUE DES COMMISSAIRES O,G1K1M7,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
TOUR EST INC,255B ROUTE BELLEVUE,G4V3P1,DATA/VOICE CONTRACTOR,CDVS2
KONE INC,* 1730 AVE NEWTON,G1P4J4,BUSINESS AND MAINTENANCE (7300 SERIES),MMB
DRACON 3180751 CANADA INC,994 RUE DES CALFATS,G6V9V5,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
CNESST,SOUTIEN FRAIS D'ADMINISTRATION 524 BOURDAGE LOCAL 140,G1K7E2,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
CALIBRATECK INC,405 AVENUE GALILEE,G1P4M6,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
CFR DORCHESTER INC,195 1RE RUE OUEST,G0R2V0,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
ALCOA SERVICES PARTAGES *CASH*,***CASH***CASH***CASH*** 1 BOUL DES SOURCES RR1,G0A1S0,MINING AND SMELTING (1001-1499 SERIES),IMS
SIGMA AUTOMATISATION INC,532 NOTRE DAME OUEST,G0L4K0,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
ADI PROCESS INC,617 RTE BEGIN RR 1,G0R2N0,PANEL BUILDERS (3400 SERIES),IPP
AIM RECYCLAGE QUEBEC,DIV FER &METAUX AMERICAINS SEC 3459 RUE DE VULCAIN,G6W0K8,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
LES SYSTEMES NOMOS INC,1480 RUE PROVINCIALE,G1N4A2,PANEL BUILDERS (3400 SERIES),IPP
LES SYSTEMES NOMOS INC,1480 RUE PROVINCIALE,G1N4A2,PANEL BUILDERS (3400 SERIES),IPP
CYTECH CORBIN INC,210 AV DES ATELIERS,G5V4G1,MEDIUM CONTRACTOR (1735 SERIES),CMC
SPECIALITES INDUSTRIELLES,HARVEY INC 6600 BOUL PIERRE-BERTRAND,G2J1S7,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
INST ELECT DUQUETTE INC,155 RUE LUCIEN-THIBODEAU,G0A2Y0,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
INDUSTRIELLE ALLIANCE,ASS ET SERVICES FINANCIERS INC 300-925 GRANDE ALLEE O,G1S1C1,UTILITIES (4811 & 491 SERIES),MUT
MG2 ENERGIE,VEZINA ELECTRIQUE INC 1662-A BOUL VALCARTIER,G0A4S0,MEDIUM CONTRACTOR (1735 SERIES),CMC
JALBERTECH INC,475 RTE DE L'EGLISE,G0R3G0,MEDIUM CONTRACTOR (1735 SERIES),CMC
GHISLAIN VEZINA ENT ELECT INC,9144-0792 QUEBEC INC 3 AV DU BASSIN S,G5V2A8,MEDIUM CONTRACTOR (1735 SERIES),CMC
CUMMINS CANADA ULC,* 2400 WATT,G1P3T3,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
MAIBEC INC,BOIS DE CONSTRUCTION * 24 6E RANG,G0R3X0,SAWMILLS (2400 SERIES),ISM
LES ENTREPRISES LITEL INC,465 RUE METIVIER,G1M2X2,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
CNESST,SOUTIEN AUX FRAIS D'ADMINISTRA 140-524 RUE BOURDAGES CP 1200,G1K7E2,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
ALCOA LTEE SERVICES PARTAGES,"COMPTES A PAYER (F21161) PSF,1 BOUL DES SOURCES RR 1",G0A1S0,MINING AND SMELTING (1001-1499 SERIES),IMS
JULES PELLETIER INC @,"PR PR SANITAIRES UNIQUE D,245 AV DU PARC CP 189",G0L3Y0,LARGE CONTRACTOR (1737 SERIES),CLC
VEZINA ELECTRIQUE INC @,"PR SEPAQ,200-438 BOUL JACQUES-CARTIER",G0A4N0,SMALL CONTRACTOR (1733 SERIES),CSC
FILTRUM INC @,"PR MNU PIERREFONDS C,430 RUE DES ENTREPRENEURS",G1M1B3,LARGE CONTRACTOR (1737 SERIES),CLC
VEZINA ELECTRIQUE INC *@,"PR IUSMQ G 3200 LOT3 D,200-438 BOUL JACQUES-CARTIER",G0A4N0,SMALL CONTRACTOR (1733 SERIES),CSC
OPTIMUM ELECTRIQUE INC @,"PR 375 RUE VERDUN QC D,190-2500 RUE JEAN-PERRIN",G2C1X1,ENERGY SAVINGS CONTRACTORS (8700 SERIES),CES
JULES PELLETIER INC @,"PR HOP LA POCATIERE D,245 AV DU PARC",G0L3Y0,LARGE CONTRACTOR (1737 SERIES),CLC
ARTHUR ROUSSEL INC,"PR RESERVOIR LES SAULES,1054 BOUL BASTIEN",G2K1E6,ENERGY SAVINGS CONTRACTORS (8700 SERIES),CES
VEZINA ELECTRIQUE INC @,"PR CONDO HAMEL D,200-438 BOUL JACQUES-CARTIER",G0A4N0,SMALL CONTRACTOR (1733 SERIES),CSC
VEZINA ELECTRIQUE INC *@,"PR MAISON DE TIR REEL D,200-438 BOUL JACQUES-CARTIER",G0A4N0,SMALL CONTRACTOR (1733 SERIES),CSC
CYTECH CORBIN INC *@,"PR STATION HOTEL DIEU D,350 BOUL TACHE OUEST RR 1",G5V3R8,LARGE CONTRACTOR (1737 SERIES),CLC
VEZINA ELECTRIQUE INC *@,"PR HALL STONEHAM D,2 RTE TEWKESBURY",G3C2K6,SMALL CONTRACTOR (1733 SERIES),CSC
GROUPE GERMAIN INC,* 500-1200 RUE SOEURS BON PASTEU,G1S0B1,TOURISM AND ENTERTAINMENT (7800),MET
FIVES SERVICES INC,1580 RUE PROVINCIALE,G1N4A2,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
ECHAFAUDAGE PLUS (QUEBEC) INC,148 RUE D'AMSTERDAM,G3A2R1,OTHER INDUSTRIAL PLANTS (3200 & 3300),IIP
PIECES INDUSTRIELLES QC INC,100-264 AV TANIATA,G6W5M6,RETAIL/DIY (5200-5999 SERIES),RRD
CASOT LTEE,500-1200 SOEURS-DU-BON-PASTEUR,G1S0B1,TOURISM AND ENTERTAINMENT (7800),MET
NYX HEMERA TECHNOLOGIES INC,100-109 RUE DE SAINT-VALLIER E,G1K3N9,PANEL BUILDERS (3400 SERIES),IPP
GROUPE CAILLOUETTE & ASS INC @,"PR OMH LA POCATIERE D*,402A 1RE RUE POIRE RR 4",G0R1Z0,RESIDENTIAL CONTRACTOR,CRC
VEZINA ELECTRIQUE INC,"PR CONDO ST-PATRICK *,37 RUE SAINT-PATRICK SS 483",G0A4N0,SMALL CONTRACTOR (1733 SERIES),CSC
VEZINA ELECTRIQUE INC,"PR VC 311 *,VC-311 GARNISON VALCARTIER",G0A4Z0,SMALL CONTRACTOR (1733 SERIES),CSC
LE GERMAIN TORONTO,BALMAIN HOTEL GROUP LP 30 MERCER ST,M5V1H3,TOURISM AND ENTERTAINMENT (7800),MET
FILTRUM INC,"PR ATWATER AUTOMATISATION *,3500 1RE RUE",J3Y8Y5,LARGE CONTRACTOR (1737 SERIES),CLC
JULES PELLETIER INC,"PR ITA LA POCATIERE *,401 1RE RUE POIRE RR 1",G0R1Z0,LARGE CONTRACTOR (1737 SERIES),CLC
O BRIEN INSTALLATION LTEE,* 1207 CH INDUSTRIEL,G7A1A8,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
ENT ELECT ALAIN PELLETIER INC,179 RUE LOUIS-PHILIPPE-LEBRUN,G5R5W5,LARGE CONTRACTOR (1737 SERIES),CLC
GHISLAIN VEZINA ENT ELECT INC,"PR IGA MONTMAGNY *,70 BOUL TACHE O",G5V3A4,MEDIUM CONTRACTOR (1735 SERIES),CMC
MG2 ENERGIE,"PR AMENAGEMENT SYSTEME LGST *,CP 1000 COURCELETTE",G0A4Z0,SMALL CONTRACTOR (1733 SERIES),CSC
MG2 ENERGIE,"PR OM HQ 687-699 CHAREST *,687-699 BOUL CHAREST E",G1K3J5,SMALL CONTRACTOR (1733 SERIES),CSC
MG2 ENERGIE,"PR PAVILLON ERNEST LEMIEUX *,2325 RUE DE LA VIE-ETUDIANTE",G1V0B1,SMALL CONTRACTOR (1733 SERIES),CSC
GENISYS GROUPE CONSEIL INC,104-1305 RUE DU BLIZZARD,G2K0A1,ELECTRICAL ENGINEERS,IEE
LES BOIS TRAITES M G INC,357 BOUL TACHE O RR 1,G5V3R8,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
FILTRUM INC,"PR CORNER BLOOK,430 RUE DES ENTREPRENEURS",G1M1B3,LARGE CONTRACTOR (1737 SERIES),CLC
MG2 ENERGIE,"PR PARC DES GRANDS JARDINS *,KM 18.5 ROUTE 381",G2N2G7,SMALL CONTRACTOR (1733 SERIES),CSC
ALUMINERIE DE BECANCOUR INC,5555 RUE PIERRE-THIBAULT,G9H2T7,MINING AND SMELTING (1001-1499 SERIES),IMS
ALCOA-ALUM DESCHAMBAULT SEC,* 1 BOUL DES SOURCES,G0A1S0,MINING AND SMELTING (1001-1499 SERIES),IMS
COMM SCOL DE LA CAPITALE,DIV RESS MATERIELLES (PROJET) 125 RUE DES COMMISSAIRES O,G1K1M7,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
JULES PELLETIER INC,"PR ITA LA POCATIERE *,401 1RE RUE POIRE",G0Z1Z0,LARGE CONTRACTOR (1737 SERIES),CLC
HOTEL LE GERMAIN MAPLE,LEAF SQUARE * 75 BREMNER BLVD,M5J0A1,TOURISM AND ENTERTAINMENT (7800),MET
ALUMINERIE DE BECANCOUR INC,***** CASH SALES ******** 5555 RUE PIERRE-THIBAULT,G9H2T7,MINING AND SMELTING (1001-1499 SERIES),IMS
CYTECH CORBIN INC,"PR USINE BIOMETANISATION SEME*,1707 RUE DU PATRIMOINE",G0L1G0,LARGE CONTRACTOR (1737 SERIES),CLC
SCP AUTOMATION INC,108-829 RUE J.-AMBROISE-CRAIG,G7A2N2,PANEL BUILDERS (3400 SERIES),IPP
NYXTUNE AUTOMATION INC,1000 RUE DU CALCAIRE,G2K1T5,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
FILTRUM INC,PR EASTMAIN 430 RUE DES ENTREPRENEURS,G1M1B3,UTILITY CONTRACTORS,CUC
AMS INDUSTIEL INC,"184, 10E RANG",G0R1S0,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
ONDEL CONST INC,"PR UNIVERSITE DE MTL PAV 512 *,2787 CH DES SERVICES",H3T1J4,LARGE CONTRACTOR (1737 SERIES),CLC
GENISYS GROUPE CONSEIL INC,PR CTRE DETENTION DE HULL * 75 RUE SAINT-FRANCOIS,J9A1B4,ELECTRICAL ENGINEERS,IEE
BISCUITS LECLERC LTEE,70 DE ROTTERDAM,G3A1S9,FARM AND FOOD PRODUCTION (2011-3999),IFF
SERVICE DE TRANSPORT ADAPTE,DA LA CAPITAL (STAC) 2750 BOUL WILFRID-HAMEL,G1P2J1,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
CNESST ESTRIE,A/S HELENE DENIS 204-1650 RUE KING O,J1J2C3,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
MC ELECTRIQUE,MARIO COTE 7 CH TACHE E,G0L3L0,MEDIUM CONTRACTOR (1735 SERIES),CMC
SAPUTO PRODUITS LAITIERS,CANADA SENS 71 AVENUE ST-JACQUES,G3L3X9,FARM AND FOOD PRODUCTION (2011-3999),IFF
CRIBTEC LTEE,PR VILLE DE QUEBEC * 3825 CH SAINTE-FOY,G1X4N9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
ALCOA-ALUM DESCHAMBAULT SEC,(FREE PICKS) * 1 BOUL DES SOURCES,G0A1S0,MINING AND SMELTING (1001-1499 SERIES),IMS
MG2 ENERGIE VEZINA EL INC,PR BASE MILLITAIRE VC 504 515* VC 504-515 BASE MILLITAIRE,G0A4Z0,MEDIUM CONTRACTOR (1735 SERIES),CMC
MG2 ENERGIE VEZINA EL INC,PR GERMAIN CONSTRUCTION * 278 RUE DE ROTTERDAM,G3A1T4,MEDIUM CONTRACTOR (1735 SERIES),CMC
TELUS QUEBEC INC,PO 1830 STN MAIN,T5J2P2,TELEPHONE,MTP
CEGEP FRANCOIS XAVIER GARNEAU,1660 BOUL DE L'ENTENTE,G1S4S3,SCHOOLS/UNIVERSITIES/CHURCHES 8200-8922,MSU
COMM DES NORMES DU TRAVAIL,SERVICE BUDGETAIRE & COMPTABLE 400 BOUL JEAN LESAGE,G1K8W1,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
COMM PROMO-TEL INC,2E ETAGE 5260 3E AV O,G1H6G7,DATA/VOICE CONTRACTOR,CDVS2
CABLAGE 2000 INC,120 BOUL FRANCOIS XAVIER,G1C2C2,DATA/VOICE CONTRACTOR,CDVS2
ADDS SERTEL TELECOM INC,"(AST INC),120-1000 AV ST-JEAN-BAPTISTE",G2E5G5,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
PRO DU TELEPHONE,2149 24E RUE,G1J1P2,DATA/VOICE CONTRACTOR,CDVS2
CSST,DIR REG ST JEAN SUR RICHELIEU 145 BOUL ST JOSEPH LOCAL 300,J3B1W5,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
MIN DE LA SOLIDARITE SOCIALE,DIR DEV & APPLICATION{D PARIS} 425 ST AMABLE 1E ETAGE,G1R4Z1,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
TELUS,ACCOUNTS PAYABLES PO BOX 1830 STN MAIN,T5J2P2,TELEPHONE,MTP
ADDS SERTEL TELECOM(AST INC) @,"PR OFFICE PROFESSION QUE D,1000 AV ST JEAN BAPTISTE B 120",G2E5G5,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
ADDS SERTEL TELECOM (AST INC)@,"PR MTQ 930 D,1000 AV ST JEAN BAPTISTE B 120",G2E5G5,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
ADDS SERTEL TELECOM (AST INC)@,"PR CONSEIL STATUT DE LA FEMMED,1000 AV ST JEAN BAPTISTE B 120",G2E5G5,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
TELUS ACCOUNTS PAYABLES,EDI PO BOX 1830 STN MAIN,T5J2P2,TELEPHONE,MTP
HYDRO QUEBEC,CP 1300 SUCC YOUVILLE,H2P2Z8,UTILITIES (4811 & 491 SERIES),MUT
STATE GROUP INC,480-5524 RUE SAINT-PATRICK,H4E1A8,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
VANDEC INDUSTRIE INC,",710 RUE BOUVIER LOC 125",G2J1C2,RETAIL/DIY (5200-5999 SERIES),RRD
SERVICES PROFESSIONNELS,BRIO INC 9408 RTE TRANSCANADIENNE,H4S1R7,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
SAIS INTERCONNEXION INC,* 2473 RUE GUENETTE,H4R2E9,DATA/VOICE CONTRACTOR,CDVS2
ALARME MANATEL INC,",1262 BERSIMIS",G6Z3E9,ALARM & SECURITY INSTALLERS 17310001,CAS
NEXXLINK TECHNOLOGIES INC/OMNI,330 ST VALLIER EST BUR 220,G1K9C5,RETAIL/DIY (5200-5999 SERIES),RRD
DEFENCE NATIONAL {DEPT ACHATS},BATISSE 188 CP 1000 SUCCURSALE FORCES,G0A4Z0,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
MISYS INC,1930 BOUL MASSON,G1P1J4,RETAIL/DIY (5200-5999 SERIES),RRD
INFORMATIQUE SMI,1275 BOUL CHAREST O BUR 100,G1N2C4,RETAIL/DIY (5200-5999 SERIES),RRD
WEBNET INC,350 BOUL CHAREST EST,G1K3K5,RETAIL/DIY (5200-5999 SERIES),RRD
{2740-0357 QUEBEC INC},SECUR ALARME 653 RUE ADANAC,G1C7J6,ALARM & SECURITY INSTALLERS 17310001,CAS
R&D POUR LA DEFENSE CANADA,VALCARTIER BATIMENT 65 2459 BOUL PIE X1 NORD,G3J1X5,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
ENTREPRISES LOUIS BARBEAU INC,",439 DES TROIS SAULTS",G1E6B1,MEDIUM CONTRACTOR (1735 SERIES),CMC
MIN DES RESSOURCES NATURELLES,DE LA FAUNE ET DES PARCS 675 RENE LEVESQUE E 10E BTE93,G1R5V7,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
ELECTR NOEL BERTHIAUME INC,680 RUE DU RUISSEAU,G0S2J0,MEDIUM CONTRACTOR (1735 SERIES),CMC
BERNARD BRETON INC,45 RUE PRINCIPALE,G0S1W0,RETAIL/DIY (5200-5999 SERIES),RRD
DEFENSE NATIONALE,BFC USS VALCARTIER 2R22R QMR BATISSE 313,G0A4Z0,GOVERNMENT & AGENCIES (9100-9400 SERIES),MCA
GROUPE COMMUNICATION COM-NET,8300 BOUL PARKWAY,H1J1N2,DATA/VOICE CONTRACTOR,CDVS2
STATE GROUP INC,PR MCGILL 480-5524 RUE PATRICK,H4E1A8,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
GPR COMMUNICATIONS INC,* 1689 CH DE L'INDUSTRIE,J3G4S5,DATA/VOICE CONTRACTOR,CDVS2
INTERFACE TELECOM SOLUTION INC,********CASH SALE ONLY******** 2101 DES SAULES,J3V5Z8,DATA/VOICE CONTRACTOR,CDVS2
SERV PROFESSIONNELS BRIO INC,PR UBISOFT CASTLE BLOC 2 * 5505 BOUL ST-LAURENT,H2T1S6,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
SERV PROFESIONNELS BRIO INC,"PR MATROX *,1055 BOUL SAINT-REGIS",H9P2T4,CERTIFIED DATA/VOICE CONTRACTOR 17310009,CDVS1
GONTHIER ELECTRIQUE INC,105-750 CH OLIVIER,G7A2P7,MEDIUM CONTRACTOR (1735 SERIES),CMC
SON IMAGE SYSTEME,A/S COMMUNICATION SISCOM INC 103-2930 AV WATT,G1X4G3,SMALL CONTRACTOR (1733 SERIES),CSC
BOUCHER LORTIE INC (LES ENT),850 RUE DES ROCAILLES,G2J1A5,LARGE CONTRACTOR (1737 SERIES),CLC
GROUPE GAETAN CASTONGUAY INC,180 RTE LECLERC,G0S1Y0,MEDIUM CONTRACTOR (1735 SERIES),CMC
ONDEL INC,415 RUE ADANAC,G1C6B9,LARGE CONTRACTOR (1737 SERIES),CLC
NORMAND COTE ENT ELECT INC,134 RUE OLIVIER RR 1,G0S1N0,MEDIUM CONTRACTOR (1735 SERIES),CMC
DEFENSE NATIONALE,CONTROLE ACHATS EDIFICE 72 BFC VALCARTIER CP 1000,G0A4Z0,.,MCAF
INDUSTRO-TECH INC,415 RUE ADANAC,G1C6B9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
CHA,CTRE HOSP AFFILIE UNIV DE QC 101-775 RUE ST-VIATEUR,G2L2Z3,HOSPITALS & HEALTH CARE (8062-8069),MHC
LAMBERT SOMEC INC,1505 RUE DES TANNEURS,G1N4S7,LARGE CONTRACTOR (1737 SERIES),CLC
CLAUDE MIVILLE INC,1825 BOUL WILFRID-HAMEL,G1N3Y9,LARGE CONTRACTOR (1737 SERIES),CLC
LES INSTALLATIONS ELECTRIQUES,MONSIEUR WATT CANADA INC 1260 RUE DE LA VALLEE,G7A4P9,SMALL CONTRACTOR (1733 SERIES),CSC
ROGER PROULX & FILS INC,72 RUE SAINT-JEAN-BAPTISTE O,G5V3B7,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
VILLE DE QUEBEC CPTE A PAYER,SERV FINANCES DIV COMPTABILIT* 1130 RTE DE L'EGLISE,G1V4X6,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
T B C CONSTRUCTIONS INC,760 AV GODIN,G1M2K4,LARGE CONTRACTOR (1737 SERIES),CLC
R A M Q (ASS MALADIE),COMPTES A PAYER (80200080) 1125 GRANDE ALLEE O,G1S1E7,PROVINCIAL GOVERNMENT & AGENCIES,MPGA
PECHES & OCEANS CANADA {F3020},GARDE COTIERE CANADIENNE 101 BOUL CHAMPLAIN {SYS EL INF,G1K7Y7,.,MCAF
SERVICE FINANCIER CHU DE QC,UNIVERSITE LAVAL 101-775 RUE SAINT-VIATEUR,G2L2Z3,HOSPITALS & HEALTH CARE (8062-8069),MHC
TALVI INC,415 RUE ADANAC,G1C6B9,PANEL BUILDERS (3400 SERIES),IPP
LES INST NORCO ELECT INC,1199 RUE DU BARON,G2L1C3,MEDIUM CONTRACTOR (1735 SERIES),CMC
GESTION LABERGE INC,415 RUE DES ALLEGHANYS,G1C4N4,PROPERTY MANAGEMENT,CPM
DEF NAT BFC VALCARTIER,CELINE PRONOVOST BAT 501 RM134 CP 1000 BDP SUCC FORCES *,G0A4Z0,.,MCAF
MARCEL PAGE ELECTRICIEN,"9089-3470 QUEBEC INC,290 RUE BERNIER E",G2M1K7,MEDIUM CONTRACTOR (1735 SERIES),CMC
DALCON INC,COMPLEXE JULES-DALLAIRE-T3 1050-2820 BOUL LAURIER,G1V0C1,PROPERTY MANAGEMENT,CPM
ENT ELECT RODRIGUE BROCHU INC,720 RUE DE ST-ROMUALD,G6W5M6,MEDIUM CONTRACTOR (1735 SERIES),CMC
VILLE DE QUEBEC,********CASH SALES*********** 65 RUE SAINTE-ANNE,G1R3X5,MUNICIPAL GOVERNMENT & AGENCIES,MMGA
SANFACON DESIGN INC,165 BOUL LOUIS-XIV,G2K1W6,RETAIL/DIY (5200-5999 SERIES),RRD
PIERRE BOILY ELECTRIQUE INC,1550 RUE DU GRAND-TRONC,G1N4E9,LARGE CONTRACTOR (1737 SERIES),CLC
PIERRE LANDRY ELECTRIQUE INC,2285 BOUL GUILLAUME-COUTURE,G6W2S2,LARGE CONTRACTOR (1737 SERIES),CLC
AIA AUTOMATION INC,200 B-1100 AV GALIBOIS *,G1M3M7,"OEM, OTHER EQUIPMENT MANUFACT(3400-3500)",ICM
TECHSOL MARINE INC,9043-4952 QUEBEC INC 4800 RUE RIDEAU,G1P4P4,TRANSP AND DISTRIBUTION 4011-4619 SERIES,ITD
